Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W-sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m-s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
244,Biggs,Sacramento Valley,11-26-2021,330,1.43, ,0, ,114, ,1, ,20.3, ,3.8, ,10.7, ,100, ,37, ,75, ,6.5, ,1.1, ,91.8, ,10.8, 
244,Biggs,Sacramento Valley,11-27-2021,331,1.32, ,0, ,109, ,1, ,20.9, ,4.1, ,11.1, ,100, ,48, ,78, ,7.3, ,1.1, ,91.5, ,10.9, 
244,Biggs,Sacramento Valley,11-28-2021,332,1.46, ,0, ,115, ,1.1, ,24.6,Y,4.3, ,11.6, ,100, ,45, ,83, ,8.8, ,1, ,84.4, ,10.9, 
244,Biggs,Sacramento Valley,11-29-2021,333,1.38, ,0.1, ,116, ,1.2, ,26.5,R,4.3, ,11.2, ,100, ,47, ,87, ,9.1, ,0.9, ,81.2, ,10.8, 
244,Biggs,Sacramento Valley,11-30-2021,334,1.14, ,0.2, ,104, ,1.1, ,25.4,Y,3.5, ,10.2, ,100, ,51, ,92, ,8.9, ,0.8, ,72.6, ,10.7, 
244,Biggs,Sacramento Valley,12-01-21,335,1.21, ,0.3, ,104, ,1.1, ,23.2,Y,2.8, ,10.2, ,100, ,52, ,90, ,8.7, ,0.8, ,72.9, ,10.6, 
244,Biggs,Sacramento Valley,12-02-21,336,1.41, ,0.2, ,114, ,1.1, ,22.7,Y,3.6, ,10.8, ,100, ,50, ,84, ,8.2, ,0.8, ,72.6, ,10.4, 
244,Biggs,Sacramento Valley,12-03-21,337,0.96, ,0.3, ,91, ,1.1, ,20.7, ,3.5, ,9.2, ,100, ,60, ,94, ,8.2, ,0.9, ,77.7, ,10.3, 
244,Biggs,Sacramento Valley,12-04-21,338,0.18, ,0.3, ,37, ,1.2, ,11.4, ,7.8, ,9.4, ,100, ,100, ,100, ,9.4, ,1.2, ,103.6, ,10.6, 
244,Biggs,Sacramento Valley,12-05-21,339,0.79, ,0.2, ,82, ,1.1, ,15.4, ,3.3, ,9.5, ,100, ,73, ,96, ,8.9, ,1.3, ,113.7, ,11.2, 
244,Biggs,Sacramento Valley,12-06-21,340,0, ,1.2, ,9, ,1.1, ,9.1, ,3.7, ,8.3, ,100, ,100, ,100, ,8.3, ,1.1, ,95.4, ,10.8, 
244,Biggs,Sacramento Valley,12-07-21,341,0.83, ,0.1, ,83, ,1.2, ,17.1, ,8.1, ,10.2, ,100, ,75, ,96, ,9.7, ,1.7, ,146.3, ,11, 
244,Biggs,Sacramento Valley,12-08-21,342,0, ,0.9, ,16, ,1.2, ,10.6, ,9.6, ,10.1, ,100, ,100, ,100, ,10.1, ,1.3, ,113.4, ,11.4, 
244,Biggs,Sacramento Valley,12-09-21,343,1.23, ,2.6, ,109, ,0.9, ,14.8, ,4.1, ,9.8, ,100, ,38, ,74, ,5.4, ,1.1, ,92.9, ,11.4, 
244,Biggs,Sacramento Valley,12-10-21,344,1.51, ,0, ,114, ,0.6, ,13.9, ,1.5, ,6.8, ,90, ,36, ,63, ,0.3, ,2, ,176.5, ,10.1, 
244,Biggs,Sacramento Valley,12-11-21,345,0.5, ,0, ,57, ,0.8, ,10.5, ,0.3, ,6.4, ,100, ,61, ,84, ,3.8, ,0.9, ,74.5, ,9.4, 
244,Biggs,Sacramento Valley,12-12-21,346,0, ,12, ,15, ,1.1, ,9.7, ,7.6, ,8.4, ,100, ,92, ,99, ,8.2, ,0.8, ,72.5, ,9.9, 
244,Biggs,Sacramento Valley,12-13-2021,347,0.06,R,28.6, ,20, ,1.1, ,10.9, ,7.1, ,9.3, ,100, ,91, ,97, ,8.8, ,0.5, ,41.6, ,10, 
244,Biggs,Sacramento Valley,12-14-2021,348,0.78, ,0.2, ,89, ,0.9, ,13.3, ,3.4, ,6.8, ,100, ,57, ,89, ,5.1, ,0.6, ,55.9, ,9.7, 
244,Biggs,Sacramento Valley,12-15-2021,349,0.09,R,9.3,H,25, ,0.9, ,9.1, ,4, ,6.8, ,98, ,78, ,90, ,5.3, ,0.9, ,76.3, ,9, 
244,Biggs,Sacramento Valley,12-16-2021,350,0.06,R,0, ,24, ,1, ,9.5, ,4.8, ,7.2, ,99, ,83, ,95, ,6.4, ,0.7, ,64.4, ,9, 
244,Biggs,Sacramento Valley,12-17-2021,351,1.07, ,0.1, ,112, ,0.8, ,14.6, ,0.1, ,5.3, ,100, ,55, ,86, ,3.2, ,0.8, ,70.2, ,8.4, 
244,Biggs,Sacramento Valley,12-18-2021,352,0.06, ,0.1, ,27, ,0.8, ,4.7, ,2.3, ,3.8, ,100, ,100, ,100, ,3.9, ,0.8, ,68.8, ,7.9, 
244,Biggs,Sacramento Valley,12-19-2021,353,0.01,R,0, ,19, ,0.9, ,7.4, ,3.4, ,5, ,100, ,89, ,98, ,4.6, ,0.5, ,38.9, ,8.1, 
244,Biggs,Sacramento Valley,12-20-2021,354,0.47, ,0, ,65, ,0.8, ,8.8, ,-0.9, ,3.7, ,100, ,81, ,98, ,3.4, ,0.5, ,39.1, ,7.8, 
244,Biggs,Sacramento Valley,12-21-2021,355,0.12,R,6.3, ,32, ,0.8, ,5.9, ,-1.9, ,3.2, ,100, ,100, ,100, ,3.4, ,0.5, ,39, ,7.2, 
244,Biggs,Sacramento Valley,12-22-2021,356,0.03,R,7.1, ,22, ,1, ,9.6, ,5.1, ,6.9, ,100, ,100, ,100, ,6.9, ,0.4, ,38.7, ,7.7, 
244,Biggs,Sacramento Valley,12-23-2021,357,0.46,R,5.3, ,56, ,1.3,Y,14, ,9.5, ,11.3, ,100, ,92, ,98,Y,11,Y,0.5, ,44.2, ,8.7, 
244,Biggs,Sacramento Valley,12-24-2021,358,1.11,R,0, ,110, ,1, ,14.2, ,8.9, ,11.2, ,99, ,54, ,79, ,7.6, ,0.4,I,38.6,I,9.4, 
244,Biggs,Sacramento Valley,12-25-2021,359,0.21,R,7.8, ,39, ,1, ,10.5, ,6.1, ,8.7, ,95, ,72, ,86, ,6.5, ,0.4,I,38.6,I,9.4, 
244,Biggs,Sacramento Valley,12-26-2021,360,0.34,R,0, ,39, ,0.8, ,8.2, ,2.3, ,6.2, ,92, ,73, ,82, ,3.4, ,0.8, ,72.7, ,8.6, 
244,Biggs,Sacramento Valley,12-27-2021,361,1.07,R,0, ,104, ,0.8, ,12.8, ,4.2, ,7.9, ,92, ,46, ,72, ,3.2, ,0.7, ,57.6, ,8.5, 
244,Biggs,Sacramento Valley,12-28-2021,362,0.47, ,4.1, ,55, ,0.8, ,7.6, ,3.9, ,5.3, ,100, ,73, ,91, ,3.9, ,1.2, ,102.1, ,8.4, 
244,Biggs,Sacramento Valley,12-29-2021,363,0.02,R,12.8, ,22, ,0.8, ,5.8, ,2.8, ,4.7, ,100, ,92, ,98, ,4.3, ,0.5, ,39.5, ,8.1, 
244,Biggs,Sacramento Valley,12-30-2021,364,0.64,R,0, ,78, ,0.8, ,11.1, ,2.9, ,5.6, ,99, ,74, ,91, ,4.2, ,0.5, ,39, ,7.9, 
244,Biggs,Sacramento Valley,12-31-2021,365,1.05,R,0, ,113, ,0.7, ,11.9, ,0.3, ,5.5, ,100, ,49, ,78, ,2, ,0.4, ,38.7, ,7.5, 
244,Biggs,Sacramento Valley,01-01-22,1,1.08,R,0, ,114, ,0.6, ,13.7, ,1.3, ,4.9, ,91, ,37, ,68, ,-0.5, ,0.4, ,38.7, ,6.9, 
244,Biggs,Sacramento Valley,01-02-22,2,0.89,R,0, ,100, ,0.7, ,11.5, ,-1.3, ,4.2, ,100, ,61, ,86, ,2.1, ,0.4,I,38.6,I,6.3, 
244,Biggs,Sacramento Valley,01-03-22,3,0.18,R,0.1, ,25, ,0.9, ,11.2, ,4.8, ,8.6, ,96, ,73, ,81, ,5.6, ,0.8, ,70.2, ,6.8, 
244,Biggs,Sacramento Valley,01-04-22,4,0.16,R,0.4, ,31, ,1.2, ,13, ,9.4, ,11, ,100, ,86, ,94, ,10.1, ,0.5, ,42, ,7.9, 
244,Biggs,Sacramento Valley,01-05-22,5,0.26,R,0, ,44, ,1.2, ,13, ,6.3, ,9.4, ,100, ,88, ,99, ,9.3, ,0.4, ,38.8, ,8.7, 
244,Biggs,Sacramento Valley,01-06-22,6,0.04,R,0.2, ,23, ,1.1, ,9.7, ,5.4, ,8.1, ,100, ,100, ,100, ,8.2, ,0.4, ,38.7, ,8.7, 
244,Biggs,Sacramento Valley,01-07-22,7,0.9,R,0.7, ,90, ,1.2, ,14.6, ,6.3, ,10.6, ,100, ,79, ,95, ,9.8, ,0.4,I,38.6,I,9.1, 
244,Biggs,Sacramento Valley,01-08-22,8,1.15,R,0, ,111, ,1, ,15, ,6.5, ,10.2, ,100, ,57, ,81, ,7.1, ,0.4,I,38.6,I,9.2, 
244,Biggs,Sacramento Valley,01-09-22,9,1.2,R,0, ,117, ,0.9, ,17.2, ,1.9, ,7.6, ,100, ,55, ,87, ,5.6, ,0.4,I,38.6,I,8.7, 
244,Biggs,Sacramento Valley,01-10-22,10,1.3,R,0, ,114, ,0.9, ,19.8, ,3.3, ,9.7, ,100, ,43, ,74, ,5.4, ,0.4, ,38.7, ,8.4, 
244,Biggs,Sacramento Valley,01-11-22,11,1.07,R,0, ,103, ,0.9, ,16.6, ,3.4, ,8.3, ,100, ,51, ,84, ,5.7, ,0.4, ,38.7, ,8.2, 
244,Biggs,Sacramento Valley,01-12-22,12,1.17,R,0.1, ,112, ,1, ,17.4, ,1.7, ,7.7, ,100, ,62, ,90, ,6.2, ,0.4,I,38.6,I,7.9, 
244,Biggs,Sacramento Valley,1-13-2022,13,1.14,R,0.1, ,105, ,1, ,19, ,3.7, ,9.1, ,100, ,59, ,87, ,7.1, ,0.4,I,38.6,I,8, 
244,Biggs,Sacramento Valley,1-14-2022,14,1.47,R,0.1, ,126, ,0.9, ,20, ,2.4, ,10.8, ,100, ,38, ,69, ,5.3, ,0.4,I,38.6,I,8, 
244,Biggs,Sacramento Valley,1-15-2022,15,1.16,R,0, ,109, ,0.9, ,15.9, ,2.8, ,8.1, ,100, ,54, ,85, ,5.8, ,0.5, ,39.5, ,8.1, 
244,Biggs,Sacramento Valley,1-16-2022,16,1,R,0.1, ,103, ,0.9, ,16.5, ,1.6, ,7, ,100, ,54, ,88, ,5.2, ,0.5, ,39.1, ,7.9, 
244,Biggs,Sacramento Valley,1-17-2022,17,1.18, ,0.1, ,112, ,0.8, ,19.4, ,1.4, ,7.6, ,100, ,43, ,81, ,4.5, ,0.4, ,38.8, ,7.5, 
244,Biggs,Sacramento Valley,1-18-2022,18,1.08,R,0.1, ,101, ,0.9, ,16.4, ,0.6, ,7.3, ,100, ,55, ,86, ,5.2, ,0.4,I,38.6,I,7.3, 
244,Biggs,Sacramento Valley,1-19-2022,19,1.32,R,0,R,3, ,0.9, ,17.6, ,3.7, ,8.5, ,100, ,46, ,85, ,6.2, ,0.4,I,38.5,I,7.7, 
244,Biggs,Sacramento Valley,1-20-2022,20,1.37,R,0.1, ,124, ,1, ,18.7, ,2.4, ,8.7, ,100, ,56, ,86, ,6.6, ,0.4,I,38.6,I,7.6, 
244,Biggs,Sacramento Valley,1-21-2022,21,1.52,R,0, ,121, ,0.8, ,18.3, ,2, ,11.8, ,100, ,33, ,55, ,2.9, ,0.4,I,38.6,I,7.9, 
244,Biggs,Sacramento Valley,1-22-2022,22,1.67,R,0, ,135, ,0.7, ,20.4, ,2.9, ,12.6, ,98, ,31, ,48, ,1.9, ,0.4,I,38.6,I,8.4, 
244,Biggs,Sacramento Valley,1-23-2022,23,1.5,R,0.1, ,134, ,0.9, ,20.4, ,-1, ,8.4, ,100, ,39, ,77, ,4.6, ,0.4, ,38.8, ,8.2, 
244,Biggs,Sacramento Valley,1-24-2022,24,1.43,R,0, ,132, ,0.9, ,18.4, ,0.2, ,7.4, ,100, ,52, ,84, ,5, ,0.4, ,38.7, ,8, 
244,Biggs,Sacramento Valley,1-25-2022,25,1.56,R,0.1, ,145, ,0.7, ,19.3, ,-0.5, ,9.4, ,100, ,28, ,61, ,2.3, ,0.4, ,38.7, ,7.9, 
244,Biggs,Sacramento Valley,1-26-2022,26,1.56,R,0, ,138, ,0.7, ,22.3,Y,-0.2, ,8.1, ,100, ,28, ,69, ,2.8, ,0.5, ,41.6, ,7.8, 
244,Biggs,Sacramento Valley,1-27-2022,27,1.55,R,0, ,145, ,0.7, ,18.2, ,-0.4, ,7.4, ,94, ,33, ,69, ,2, ,0.6, ,48, ,7.5, 
244,Biggs,Sacramento Valley,1-28-2022,28,1.53,R,0, ,136, ,0.7, ,17.2, ,-1.7, ,6.9, ,100, ,34, ,74, ,2.6, ,0.5, ,44.6, ,7.3, 
244,Biggs,Sacramento Valley,1-29-2022,29,1.58,R,0, ,147, ,0.7, ,18.3, ,-0.1, ,7.8, ,100, ,34, ,68, ,2.2, ,0.5, ,39.4, ,7.2, 
244,Biggs,Sacramento Valley,1-30-2022,30,1.58,R,0, ,144, ,0.8, ,18.3, ,-1.8, ,7.3, ,100, ,45, ,77, ,3.6, ,0.4, ,38.8, ,7.2, 
244,Biggs,Sacramento Valley,1-31-2022,31,1.66,R,0, ,149, ,0.7, ,18.4, ,2.7, ,10.2, ,100, ,27, ,57, ,2.1, ,0.5, ,39.6, ,7.5, 
244,Biggs,Sacramento Valley,02-01-22,32,1.53,R,0, ,157,R,0.4, ,14.8, ,3.8, ,9.8, ,54, ,26, ,37, ,-4.3, ,0.4,I,38.6,I,7.7, 
244,Biggs,Sacramento Valley,02-02-22,33,1.57,R,0, ,154, ,0.5, ,15.1, ,2.5, ,8.9, ,69, ,28, ,43, ,-2.9, ,0.4,I,38.6,I,7.4, 
244,Biggs,Sacramento Valley,02-03-22,34,1.5,R,0, ,134, ,0.7, ,20.5, ,3.4, ,9.4, ,91, ,32, ,56, ,1, ,0.5, ,40.8, ,7.6, 
244,Biggs,Sacramento Valley,02-04-22,35,1.59,R,0, ,144, ,0.8, ,21.1, ,-0.4, ,8.1, ,100, ,35, ,72, ,3.3, ,0.5, ,42.3, ,7.6, 
244,Biggs,Sacramento Valley,02-05-22,36,1.71,R,0, ,158, ,0.8, ,23.3,Y,0.5, ,9.1, ,100, ,30, ,69, ,3.8, ,0.4,I,38.6,I,7.7, 
244,Biggs,Sacramento Valley,02-06-22,37,1.72,R,0, ,161, ,0.8, ,21.9, ,-1.4, ,8.4, ,100, ,33, ,71, ,3.4, ,0.5, ,40.1, ,7.6, 
244,Biggs,Sacramento Valley,02-07-22,38,1.86,R,0.1, ,162, ,0.9, ,25.1,Y,1.6, ,10.3, ,100, ,28, ,68, ,4.7, ,0.5, ,39.7, ,7.9, 
244,Biggs,Sacramento Valley,02-08-22,39,2.05,R,0.1, ,165, ,0.8, ,25.3,Y,-0.4, ,12.2, ,100, ,23, ,55, ,3.4, ,0.4, ,38.8, ,8.1, 
244,Biggs,Sacramento Valley,02-09-22,40,2.09,R,0, ,153, ,0.9, ,26.2,Y,2.4, ,15.2, ,100, ,28, ,49, ,4.6, ,0.4, ,38.7, ,8.7, 
244,Biggs,Sacramento Valley,02-10-22,41,2.27,R,0, ,167, ,1, ,30,R,8.7, ,18,Y,89, ,30, ,50,Y,7.4,Y,0.4, ,38.7, ,10, 
244,Biggs,Sacramento Valley,02-11-22,42,2.07,R,0, ,167, ,1.1, ,25.4,Y,4.2, ,13.1, ,100, ,34, ,71, ,7.9, ,0.5, ,42, ,10.1, 
244,Biggs,Sacramento Valley,02-12-22,43,2.13,R,0.1, ,169, ,1, ,26.3,Y,2.5, ,12.6, ,100, ,27, ,68, ,6.8, ,0.5, ,39.7, ,9.9, 
244,Biggs,Sacramento Valley,2-13-2022,44,2.15,R,0, ,168, ,1, ,25.8,Y,4.8, ,13.4, ,100, ,29, ,63, ,6.4, ,0.4,I,38.6,I,9.9, 
244,Biggs,Sacramento Valley,2-14-2022,45,1.73,R,0, ,129, ,1, ,19.2, ,4.7, ,12, ,92, ,41, ,69, ,6.4, ,0.6, ,52.1, ,10, 
244,Biggs,Sacramento Valley,2-15-2022,46,2.01,R,0, ,180, ,0.6, ,17.3, ,6.4, ,11.4, ,57, ,27, ,41, ,-1.4, ,0.4,I,38.6,I,9.9, 
244,Biggs,Sacramento Valley,2-16-2022,47,2.21,R,0, ,180, ,0.7, ,23, ,1.5, ,12, ,77, ,25, ,47, ,0.9, ,0.4, ,38.8, ,9.6, 
244,Biggs,Sacramento Valley,2-17-2022,48,2.27,R,0, ,182, ,0.6, ,22.7, ,4.4, ,12.4, ,82, ,22, ,44, ,0.7, ,0.4, ,38.7, ,9.8, 
244,Biggs,Sacramento Valley,2-18-2022,49,2.18,R,0, ,182, ,0.7, ,22, ,0.9, ,10, ,100, ,27, ,59, ,2.2, ,0.4, ,38.7, ,9.5, 
244,Biggs,Sacramento Valley,2-19-2022,50,2.28,R,0, ,184, ,0.8, ,23.7, ,1.7, ,11.1, ,100, ,26, ,61, ,3.8, ,0.5, ,39.2, ,9.4, 
244,Biggs,Sacramento Valley,2-20-2022,51,1.88,R,0, ,154, ,0.9, ,18.3, ,3.3, ,10.4, ,96, ,49, ,73, ,5.7, ,0.5, ,39.4, ,9.7, 
244,Biggs,Sacramento Valley,2-21-2022,52,2.06,R,0, ,183, ,0.5, ,16, ,5.3, ,10, ,70, ,24, ,44, ,-1.8, ,0.4,I,38.6,I,9.6, 
244,Biggs,Sacramento Valley,2-22-2022,53,1.92,R,0, ,176, ,0.6, ,14, ,-1.7, ,5.5, ,100, ,31, ,64, ,-0.8, ,0.4,I,38.6,I,9.2, 
244,Biggs,Sacramento Valley,2-23-2022,54,1.99,R,0, ,200,R,0.4,Y,13, ,-2.6,Y,5.3, ,73, ,22, ,44,Y,-6,Y,0.4, ,38.7, ,8.5, 
244,Biggs,Sacramento Valley,2-24-2022,55,2.08,R,0, ,196, ,0.4,Y,15.5, ,-6,R,4.1,Y,92, ,20, ,48,Y,-5.8,Y,0.5, ,39.1, ,7.8, 
244,Biggs,Sacramento Valley,2-25-2022,56,2.25,R,0, ,202,R,0.5,Y,18.3, ,-1.9, ,6.7, ,82, ,17, ,48,Y,-3.5,Y,0.4, ,38.8, ,7.7, 
244,Biggs,Sacramento Valley,2-26-2022,57,1.75,R,0, ,142, ,0.6, ,15.9, ,-3.5,Y,7.5, ,97, ,29, ,57, ,-0.4, ,0.4,I,38.6,I,7.8, 
244,Biggs,Sacramento Valley,2-27-2022,58,2.53,R,0, ,198, ,0.8, ,24.4, ,2.2, ,11.9, ,97, ,23, ,54, ,2.9, ,0.5, ,44.8, ,8.8, 
244,Biggs,Sacramento Valley,2-28-2022,59,2.7,R,0, ,198, ,0.8, ,25.3,Y,1.5, ,12.6, ,94, ,29, ,57, ,4.4, ,0.5, ,39.1, ,9.3, 
244,Biggs,Sacramento Valley,03-01-22,60,2.28,R,0, ,165, ,1, ,23.9, ,5.1, ,13.8, ,93, ,30, ,61, ,6.3, ,0.5, ,39.1, ,11, 
244,Biggs,Sacramento Valley,03-02-22,61,2.53,R,0, ,177, ,0.9, ,23.4, ,4.6, ,14.1, ,95, ,32, ,58, ,6, ,0.4,I,38.6,I,12.8, 
244,Biggs,Sacramento Valley,03-03-22,62,0.64,R,0.3, ,66, ,1.1, ,14.6, ,9.5, ,12, ,100, ,63, ,79, ,8.4, ,0.4,I,38.6,I,12.7, 
244,Biggs,Sacramento Valley,03-04-22,63,2.49,R,0.1, ,204, ,0.9, ,19.6, ,3.4, ,10.9, ,99, ,41, ,70, ,5.7, ,0.4,I,38.6,I,13, 
244,Biggs,Sacramento Valley,03-05-22,64,1.69,R,0.5, ,155, ,0.8, ,15.1, ,2.2, ,7.6, ,94, ,47, ,72, ,2.9, ,0.4,I,38.6,I,12.4, 
244,Biggs,Sacramento Valley,03-06-22,65,2.56,R,0, ,219, ,0.7, ,18.2, ,-0.2, ,9, ,96, ,31, ,57, ,0.9, ,0.4,I,38.6,I,11.3, 
244,Biggs,Sacramento Valley,03-07-22,66,2.67,R,0, ,215, ,0.6, ,20.4, ,3.1, ,10.7, ,77, ,22, ,45, ,-0.9, ,0.4,I,38.6,I,10.8, 
244,Biggs,Sacramento Valley,03-08-22,67,2.84,R,0, ,207, ,0.6, ,24.2, ,-0.1, ,12.8, ,83, ,17, ,40, ,-0.4, ,0.4,I,38.6,I,10.6, 
244,Biggs,Sacramento Valley,03-09-22,68,3.05,R,0, ,220, ,0.7, ,23.5, ,5.2, ,14.3, ,66, ,25, ,42, ,1.5, ,0.4,I,38.6,I,11.2, 
244,Biggs,Sacramento Valley,03-10-22,69,2.81,R,0, ,236,R,0.4,Y,19.3, ,5.1, ,11.6, ,52, ,14, ,31,Y,-4.7,Y,0.4,I,38.6,I,11.2, 
244,Biggs,Sacramento Valley,03-11-22,70,2.93,R,0, ,229, ,0.5,Y,22.4, ,3.5, ,11.6, ,58, ,17, ,33,Y,-3.9,Y,0.4,I,38.6,I,10.8, 
244,Biggs,Sacramento Valley,03-12-22,71,2.91,R,0, ,214, ,0.6, ,22.4, ,0, ,13.4, ,82, ,14, ,38, ,-0.7, ,0.4,I,38.6,I,10.8, 
244,Biggs,Sacramento Valley,3-13-2022,72,2.82,R,0, ,210, ,0.8, ,20.5, ,6.3, ,13.2, ,83, ,30, ,55, ,4.5, ,0.4,I,38.6,I,11.6, 
244,Biggs,Sacramento Valley,3-14-2022,73,2.9,R,0.4, ,211, ,0.8, ,22.1, ,1.8, ,13.3, ,93, ,23, ,51, ,3.3, ,0.4,I,38.6,I,11.6, 
244,Biggs,Sacramento Valley,3-15-2022,74,1.74,R,9.1, ,137, ,1.5, ,21, ,10.7, ,15.1, ,100, ,64, ,85, ,12.6, ,0.4,I,38.6,I,12.4, 
244,Biggs,Sacramento Valley,3-16-2022,75,3.19,R,0, ,239, ,0.9, ,23.1, ,6.2, ,14, ,96, ,26, ,58, ,5.8, ,0.4,I,38.6,I,12.9, 
244,Biggs,Sacramento Valley,3-17-2022,76,2.72,R,0, ,196, ,1, ,23.6, ,4.2, ,13.2, ,96, ,36, ,66, ,6.9, ,0.4, ,38.7, ,12.6, 
244,Biggs,Sacramento Valley,3-18-2022,77,3.2,R,0, ,223, ,1, ,24.4, ,3.8, ,14, ,100, ,32, ,60, ,6.4, ,0.5, ,38.9, ,12.7, 
244,Biggs,Sacramento Valley,3-19-2022,78,1.71,R,1.4, ,132, ,1.1, ,19.2, ,8.9, ,13.1, ,85, ,49, ,70, ,7.7, ,0.4,I,38.6,I,12.8, 
244,Biggs,Sacramento Valley,3-20-2022,79,3.09,R,0, ,245, ,0.6, ,20.8, ,6.6, ,13, ,77, ,18, ,40, ,-0.2, ,0.4,I,38.6,I,12.6, 
244,Biggs,Sacramento Valley,3-21-2022,80,3.68,R,0, ,244, ,0.8, ,26.7, ,4.2, ,17.1, ,75, ,28, ,43, ,4.5, ,0.5, ,39, ,12.5, 
244,Biggs,Sacramento Valley,3-22-2022,81,3.87,R,0, ,251, ,1.2, ,29.7,Y,14.2,Y,21.2,Y,66, ,29, ,47,Y,9.4,Y,0.4,I,38.6,I,13.8, 
244,Biggs,Sacramento Valley,3-23-2022,82,3.87,R,0, ,343,R,1.3, ,29.7,Y,11.3, ,22.6,R,90, ,34, ,,R,,I,0.4,I,38.5,I,14.8, 
244,Biggs,Sacramento Valley,3-24-2022,83,3.71,R,0, ,229, ,1.3, ,29.6, ,8.2, ,18.6, ,100, ,34, ,60, ,10.7, ,0.4,I,38.6,I,14.7, 
244,Biggs,Sacramento Valley,3-25-2022,84,3.67,R,0, ,260, ,1.1, ,27.3, ,7.9, ,17.1, ,94, ,34, ,57, ,8.5, ,0.4,I,38.6,I,15.9, 
244,Biggs,Sacramento Valley,3-26-2022,85,3.75,R,0, ,253, ,1.1, ,26.6, ,5.4, ,16.8, ,98, ,29, ,56, ,7.9, ,0.4, ,38.7, ,16.4, 
244,Biggs,Sacramento Valley,3-27-2022,86,3.11,R,0, ,204, ,1.1, ,22.7, ,9.4, ,15.7, ,82, ,36, ,59, ,7.7, ,0.4,I,38.6,I,16.5, 
244,Biggs,Sacramento Valley,3-28-2022,87,1.13,R,6.9, ,109, ,1.3, ,16.4, ,6.6, ,12.5, ,100, ,70, ,90, ,10.9, ,0.4,I,38.6,I,15.7, 
244,Biggs,Sacramento Valley,3-29-2022,88,3.36,R,0.1, ,242, ,1.2, ,24.3, ,3.8, ,13.7, ,100, ,45, ,77, ,9.8, ,0.4,I,38.6,I,15.1, 
244,Biggs,Sacramento Valley,3-30-2022,89,1.02,R,0, ,103, ,1.2, ,16.9, ,6.7, ,12, ,100, ,65, ,86, ,9.7, ,0.4,I,38.6,I,15.1, 
244,Biggs,Sacramento Valley,3-31-2022,90,3.62,R,0, ,251, ,0.9, ,23.5, ,5.2, ,13.8, ,100, ,24, ,57, ,5.4, ,0.4,I,38.6,I,14.5, 
244,Biggs,Sacramento Valley,04-01-22,91,3.92,R,0, ,270, ,0.8, ,26.1, ,4.9, ,15.5, ,85, ,27, ,47, ,4.1, ,0.4,I,38.6,I,14.6, 
244,Biggs,Sacramento Valley,04-02-22,92,4.07,R,0, ,272, ,0.8, ,25.6, ,6.7, ,16.5, ,91, ,21, ,44, ,4.1, ,0.4,I,38.6,I,14.9, 
244,Biggs,Sacramento Valley,04-03-22,93,3.65,R,0, ,236, ,0.7, ,27.5, ,5.1, ,17.3, ,72, ,16, ,34, ,1.2, ,0.4,I,38.6,I,14.7, 
244,Biggs,Sacramento Valley,04-04-22,94,3.49,R,0, ,236, ,1, ,22.8, ,6.5, ,14.9, ,83, ,43, ,59, ,7, ,0.4,I,38.6,I,14.9, 
244,Biggs,Sacramento Valley,04-05-22,95,3.99,R,0, ,285,R,0.6, ,22.2, ,7.1, ,15.6, ,91, ,20, ,34, ,-0.2, ,0.4,I,38.6,I,14.7, 
244,Biggs,Sacramento Valley,04-06-22,96,4.49,R,0, ,283, ,0.6, ,29.8, ,9.6, ,19.7, ,61, ,17, ,28, ,0.8, ,0.4,I,38.6,I,14.8, 
244,Biggs,Sacramento Valley,04-07-22,97,4.46,R,0, ,273, ,1, ,31.2, ,6.1, ,19.4, ,78, ,24, ,44, ,6.8, ,0.4, ,38.7, ,15.2, 
244,Biggs,Sacramento Valley,04-08-22,98,5.59,R,0, ,361,R,1, ,32.9,Y,18,R,25.8,R,87, ,17, ,,R,,I,2.8, ,240.1, ,16, 
244,Biggs,Sacramento Valley,04-09-22,99,8.56, ,0, ,296,R,0.4,Y,23.3, ,13, ,17.7, ,33, ,12, ,20,Y,-5.2,Y,6.8,R,583.3,R,15.3, 
244,Biggs,Sacramento Valley,04-10-22,100,6.8, ,0, ,272, ,0.5, ,22.5, ,10.8, ,15.6, ,51, ,20, ,29, ,-2.3, ,4.8,Y,414.4,Y,14.5, 
244,Biggs,Sacramento Valley,04-11-22,101,5.59, ,0, ,285, ,0.6, ,17.6, ,5.6, ,12.3, ,66, ,25, ,44, ,0.3, ,4.2, ,360.2, ,15.8, 
244,Biggs,Sacramento Valley,04-12-22,102,3.73, ,0, ,260, ,0.6, ,17, ,2.2, ,9.7, ,82, ,29, ,47, ,-0.9, ,1.7, ,150.4, ,15.6, 
244,Biggs,Sacramento Valley,4-13-2022,103,4.21, ,0, ,232, ,0.7, ,17.6, ,2, ,10.6, ,81, ,40, ,56, ,2.1, ,3.2, ,279.2, ,14.3, 
